Date,Unique visitors,Visits,Users,Actions,Maximum actions in one visit,Bounces,Total time spent by visitors (in seconds),Conversions,Visits with Conversions,Revenue,Conversion Rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,Pageviews,Unique Pageviews,Downloads,Unique Downloads,Outlinks,Unique Outlinks,Searches,Unique Keywords,nb_hits_with_time_generation,Avg. generation time,Bounce Rate,Actions per Visit,Avg. Visit Duration (in seconds),Avg. Duration of a Returning Visit (in sec),Avg. Actions per Returning Visit,Bounce Rate for Returning Visits,Returning Visits,Actions by Returning Visits,Unique returning visitors,Returning Users,Maximum actions in one returning visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit
2017-04-04,19,27,0,34,3,21,1794,0,0,0,0%,0,0,0,0%,34,27,0,0,0,0,0,0,34,0.46s,78%,1.3,00:01:06,00:00:49,1.2,82%,17,21,12,0,3,0,0,0,0%
2017-04-05,43,50,0,66,4,39,2990,0,0,0,0%,0,0,0,0%,66,50,0,0,0,0,0,0,56,0.48s,78%,1.3,00:01:00,00:00:41,1.2,88%,17,21,13,0,4,0,0,0,0%
2017-04-06,29,32,0,44,7,26,3348,0,0,0,0%,0,0,0,0%,44,32,0,0,0,0,0,0,43,0.43s,81%,1.4,00:01:45,00:00:35,1.1,88%,16,18,13,0,2,0,0,0,0%
2017-04-07,38,49,0,62,3,40,2264,0,0,0,0%,0,0,0,0%,62,49,0,0,0,0,0,0,52,0.21s,82%,1.3,00:00:46,00:01:05,1.3,76%,25,33,17,0,3,0,0,0,0%
2017-04-08,12,12,0,21,6,8,5357,0,0,0,0%,0,0,0,0%,20,12,0,0,1,1,0,0,19,0.15s,67%,1.8,00:07:26,00:14:31,2.3,75%,4,9,4,0,6,0,0,0,0%
2017-04-09,15,17,0,24,5,15,2142,0,0,0,0%,0,0,0,0%,24,17,0,0,0,0,0,0,24,0.2s,88%,1.4,00:02:06,00:01:57,1.6,80%,5,8,3,0,4,0,0,0,0%
2017-04-10,31,38,0,47,3,30,4113,0,0,0,0%,0,0,0,0%,46,38,0,0,1,1,0,0,44,0.99s,79%,1.2,00:01:48,00:02:19,1.3,71%,21,28,17,0,3,0,0,0,0%
2017-04-11,15,19,0,31,5,14,3944,0,0,0,0%,0,0,0,0%,31,19,0,0,0,0,0,0,30,0.42s,74%,1.6,00:03:28,00:05:11,1.9,64%,11,21,8,0,5,0,0,0,0%
2017-04-12,17,18,0,21,3,16,236,0,0,0,0%,0,0,0,0%,21,18,0,0,0,0,0,0,20,0.33s,89%,1.2,00:00:13,00:00:20,1.3,83%,12,15,12,0,3,0,0,0,0%
2017-04-13,11,14,0,17,3,12,653,0,0,0,0%,0,0,0,0%,17,14,0,0,0,0,0,0,17,0.7s,86%,1.2,00:00:47,00:00:59,1.3,82%,11,14,9,0,3,0,0,0,0%
2017-04-14,15,16,0,22,6,14,1022,0,0,0,0%,0,0,0,0%,22,16,0,0,0,0,0,0,22,0.36s,88%,1.4,00:01:04,00:00:00,1,100%,7,7,6,0,1,0,0,0,0%
2017-04-15,5,6,0,6,1,6,0,0,0,0,0%,0,0,0,0%,6,6,0,0,0,0,0,0,6,0.22s,100%,1,00:00:00,00:00:00,1,100%,3,3,2,0,1,0,0,0,0%
2017-04-16,6,6,0,6,1,6,0,0,0,0,0%,0,0,0,0%,6,6,0,0,0,0,0,0,5,0.23s,100%,1,00:00:00,00:00:00,1,100%,3,3,3,0,1,0,0,0,0%
2017-04-17,5,7,0,8,2,6,686,0,0,0,0%,0,0,0,0%,8,7,0,0,0,0,0,0,8,0.56s,86%,1.1,00:01:38,00:00:00,1,100%,6,6,4,0,1,0,0,0,0%
2017-04-18,11,12,0,13,2,11,317,0,0,0,0%,0,0,0,0%,13,12,0,0,0,0,0,0,12,0.2s,92%,1.1,00:00:26,00:00:00,1,100%,7,7,6,0,1,0,0,0,0%
2017-04-19,17,18,0,25,6,15,947,0,0,0,0%,0,0,0,0%,25,18,0,0,0,0,0,0,23,0.55s,83%,1.4,00:00:53,00:01:14,1.5,82%,11,17,10,0,6,0,0,0,0%
2017-04-20,15,16,0,19,2,13,2134,0,0,0,0%,0,0,0,0%,19,16,0,0,0,0,0,0,19,0.31s,81%,1.2,00:02:13,00:00:00,1,100%,7,7,7,0,1,0,0,0,0%
2017-04-21,13,14,0,17,2,11,262,0,0,0,0%,0,0,0,0%,17,14,0,0,0,0,0,0,16,0.19s,79%,1.2,00:00:19,00:00:17,1.1,86%,7,8,7,0,2,0,0,0,0%
2017-04-22,9,10,0,10,1,10,0,0,0,0,0%,0,0,0,0%,10,10,0,0,0,0,0,0,10,0.13s,100%,1,00:00:00,00:00:00,1,100%,6,6,5,0,1,0,0,0,0%
2017-04-23,4,7,0,8,2,6,163,0,0,0,0%,0,0,0,0%,8,7,0,0,0,0,0,0,7,0.1s,86%,1.1,00:00:23,00:00:00,1,100%,3,3,2,0,1,0,0,0,0%
2017-04-24,12,18,0,26,5,15,2292,0,0,0,0%,0,0,0,0%,26,18,0,0,0,0,0,0,26,0.37s,83%,1.4,00:02:07,00:03:18,1.4,80%,10,14,5,0,4,0,0,0,0%
2017-04-25,16,16,0,25,8,13,3242,0,0,0,0%,0,0,0,0%,25,16,0,0,0,0,0,0,25,0.24s,81%,1.6,00:03:23,00:07:30,2.1,71%,7,15,7,0,8,0,0,0,0%
2017-04-26,11,14,0,18,4,12,261,0,0,0,0%,0,0,0,0%,18,14,0,0,0,0,0,0,18,0.29s,86%,1.3,00:00:19,00:00:00,1,100%,8,8,5,0,1,0,0,0,0%
2017-04-27,16,17,0,23,3,12,2370,0,0,0,0%,0,0,0,0%,23,17,0,0,0,0,0,0,19,0.24s,71%,1.4,00:02:19,00:01:49,1.2,83%,6,7,6,0,2,0,0,0,0%
2017-04-28,14,19,0,23,2,15,482,0,0,0,0%,0,0,0,0%,23,19,0,0,0,0,0,0,23,0.12s,79%,1.2,00:00:25,00:00:26,1.2,82%,11,13,7,0,2,0,0,0,0%
2017-04-29,5,6,0,6,1,6,0,0,0,0,0%,0,0,0,0%,6,6,0,0,0,0,0,0,6,0.15s,100%,1,00:00:00,00:00:00,1,100%,4,4,3,0,1,0,0,0,0%
2017-04-30,3,3,0,3,1,3,0,0,0,0,0%,0,0,0,0%,3,3,0,0,0,0,0,0,3,0.09s,100%,1,00:00:00,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2017-05-01,9,10,0,13,2,7,3105,0,0,0,0%,0,0,0,0%,13,10,0,0,0,0,0,0,11,0.44s,70%,1.3,00:05:11,00:07:13,1.5,50%,4,6,4,0,2,0,0,0,0%
2017-05-02,14,18,0,24,4,14,3434,0,0,0,0%,0,0,0,0%,24,18,0,0,0,0,0,0,20,0.27s,78%,1.3,00:03:11,00:04:05,1.4,82%,11,15,7,0,4,0,0,0,0%
2017-05-03,10,11,0,14,2,8,413,0,0,0,0%,0,0,0,0%,14,11,0,0,0,0,0,0,12,0.56s,73%,1.3,00:00:38,00:00:41,1.3,71%,7,9,6,0,2,0,0,0,0%
2017-05-04,10,12,0,14,2,10,688,0,0,0,0%,0,0,0,0%,14,12,0,0,0,0,0,0,13,0.38s,83%,1.2,00:00:57,00:01:12,1.1,88%,8,9,6,0,2,0,0,0,0%
2017-05-05,18,19,0,24,3,16,2404,0,0,0,0%,0,0,0,0%,24,19,0,0,0,0,0,0,24,0.26s,84%,1.3,00:02:07,00:08:01,2,40%,5,10,4,0,3,0,0,0,0%
2017-05-06,3,4,0,7,3,2,1106,0,0,0,0%,0,0,0,0%,7,4,0,0,0,0,0,0,7,5.85s,50%,1.8,00:04:37,00:01:37,2,0%,1,2,1,0,2,0,0,0,0%
2017-05-07,6,6,0,6,1,6,0,0,0,0,0%,0,0,0,0%,6,6,0,0,0,0,0,0,6,0.19s,100%,1,00:00:00,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2017-05-08,11,11,0,15,5,10,1414,0,0,0,0%,0,0,0,0%,14,11,0,0,1,1,0,0,14,0.78s,91%,1.4,00:02:09,00:00:00,1,100%,4,4,4,0,1,0,0,0,0%
2017-05-09,2,2,0,3,2,1,241,0,0,0,0%,0,0,0,0%,3,2,0,0,0,0,0,0,3,0.06s,50%,1.5,00:02:01,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2017-05-10,24,24,0,27,3,22,2016,0,0,0,0%,0,0,0,0%,27,24,0,0,0,0,0,0,26,0.19s,92%,1.1,00:01:24,00:00:13,1.1,88%,8,9,8,0,2,0,0,0,0%
2017-05-11,16,19,0,33,6,12,4258,0,0,0,0%,0,0,0,0%,33,19,0,0,0,0,0,0,28,0.21s,63%,1.7,00:03:44,00:04:13,1.5,73%,11,16,9,0,4,0,0,0,0%
2017-05-12,17,22,0,23,2,21,1268,0,0,0,0%,0,0,0,0%,23,22,0,0,0,0,0,0,21,1.4s,95%,1,00:00:58,00:01:46,1.1,92%,12,13,9,0,2,0,0,0,0%
2017-05-13,6,7,0,8,2,6,547,0,0,0,0%,0,0,0,0%,8,7,0,0,0,0,0,0,8,0.13s,86%,1.1,00:01:18,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2017-05-14,9,11,0,14,2,8,2026,0,0,0,0%,0,0,0,0%,14,11,0,0,0,0,0,0,14,2.5s,73%,1.3,00:03:04,00:05:38,1.5,50%,6,9,5,0,2,0,0,0,0%
2017-05-15,20,25,0,35,4,19,2085,0,0,0,0%,0,0,0,0%,35,25,0,0,0,0,0,0,35,0.33s,76%,1.4,00:01:23,00:01:16,1.5,77%,13,19,11,0,4,0,0,0,0%
2017-05-16,15,18,0,23,3,15,2216,0,0,0,0%,0,0,0,0%,23,18,0,0,0,0,0,0,22,0.21s,83%,1.3,00:02:03,00:01:13,1.4,78%,9,13,8,0,3,0,0,0,0%
