Date,Unique visitors,Visits,Users,Actions,Maximum actions in one visit,Bounces,Total time spent by visitors (in seconds),Conversions,Visits with Conversions,Revenue,Conversion Rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,Pageviews,Unique Pageviews,Downloads,Unique Downloads,Outlinks,Unique Outlinks,Searches,Unique Keywords,nb_hits_with_time_generation,Avg. generation time,Bounce Rate,Actions per Visit,Avg. Visit Duration (in seconds),Avg. Duration of a Returning Visit (in sec),Avg. Actions per Returning Visit,Bounce Rate for Returning Visits,Returning Visits,Actions by Returning Visits,Unique returning visitors,Returning Users,Maximum actions in one returning visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit
2016-05-08,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,0.33s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-05-09,3,3,0,9,7,2,104,0,0,0,0%,0,0,0,0%,9,8,0,0,0,0,0,0,9,0.19s,67%,3,00:00:35,00:00:00,0,0%,,,,,,,,,
2016-05-10,2,2,0,10,7,0,139,0,0,0,0%,0,0,0,0%,10,4,0,0,0,0,0,0,7,2.97s,0%,5,00:01:10,00:00:00,0,0%,,,,,,,,,
2016-05-11,1,1,0,10,10,0,1350,0,0,0,0%,0,0,0,0%,10,9,0,0,0,0,0,0,10,0.48s,0%,10,00:22:30,00:00:00,0,0%,,,,,,,,,
2016-05-12,4,4,0,11,7,2,70,0,0,0,0%,0,0,0,0%,11,6,0,0,0,0,0,0,11,0.38s,50%,2.8,00:00:18,00:00:00,0,0%,,,,,,,,,
2016-05-13,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,0.08s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-05-14,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,0.04s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-05-15,4,4,0,51,22,1,5242,0,0,0,0%,0,0,0,0%,44,26,6,2,1,1,0,0,44,2.46s,25%,12.8,00:21:51,00:00:00,0,0%,,,,,,,,,
2016-05-16,2,2,0,3,2,1,15,0,0,0,0%,0,0,0,0%,3,3,0,0,0,0,0,0,3,0.29s,50%,1.5,00:00:08,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2016-05-17,3,3,0,7,5,2,64,0,0,0,0%,0,0,0,0%,7,6,0,0,0,0,0,0,7,1.14s,67%,2.3,00:00:21,00:00:00,0,0%,,,,,,,,,
2016-05-18,4,4,0,12,8,2,346,0,0,0,0%,0,0,0,0%,12,10,0,0,0,0,0,0,12,0.13s,50%,3,00:01:27,00:00:00,0,0%,,,,,,,,,
2016-05-19,6,6,0,24,18,4,415,0,0,0,0%,0,0,0,0%,24,12,0,0,0,0,0,0,21,0.07s,67%,4,00:01:09,00:00:00,0,0%,,,,,,,,,
2016-05-20,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,0.08s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-05-21,1,1,0,15,15,0,427,0,0,0,0%,0,0,0,0%,15,7,0,0,0,0,0,0,15,0.23s,0%,15,00:07:07,00:00:00,0,0%,,,,,,,,,
2016-05-23,3,4,0,16,13,3,376,0,0,0,0%,0,0,0,0%,15,10,0,0,1,1,0,0,15,0.52s,75%,4,00:01:34,00:00:00,0,0%,,,,,,,,,
2016-05-24,4,4,0,8,5,3,54,0,0,0,0%,0,0,0,0%,8,5,0,0,0,0,0,0,8,0.07s,75%,2,00:00:14,00:00:00,0,0%,,,,,,,,,
2016-05-25,5,5,0,21,14,3,199,0,0,0,0%,0,0,0,0%,20,13,0,0,1,1,0,0,19,0.23s,60%,4.2,00:00:40,00:00:00,0,0%,,,,,,,,,
2016-05-26,3,4,0,10,7,3,381,0,0,0,0%,0,0,0,0%,10,8,0,0,0,0,0,0,10,0.47s,75%,2.5,00:01:35,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2016-05-27,2,2,0,5,4,1,22,0,0,0,0%,0,0,0,0%,4,3,0,0,1,1,0,0,4,0.11s,50%,2.5,00:00:11,00:00:00,0,0%,,,,,,,,,
2016-05-28,1,1,0,10,10,0,265,0,0,0,0%,0,0,0,0%,10,7,0,0,0,0,0,0,,,0%,10,00:04:25,00:00:00,0,0%,,,,,,,,,
2016-05-30,2,2,0,21,20,1,1004,0,0,0,0%,0,0,0,0%,21,10,0,0,0,0,0,0,21,1.29s,50%,10.5,00:08:22,00:00:00,0,0%,,,,,,,,,
2016-05-31,5,5,0,5,1,5,0,0,0,0,0%,0,0,0,0%,5,5,0,0,0,0,0,0,5,0.4s,100%,1,00:00:00,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2016-06-01,3,3,0,21,10,1,747,0,0,0,0%,0,0,0,0%,21,16,0,0,0,0,0,0,21,0.54s,33%,7,00:04:09,00:04:53,10,0%,1,10,1,0,10,0,0,0,0%
2016-06-02,3,4,0,8,5,3,261,0,0,0,0%,0,0,0,0%,6,5,0,0,2,1,0,0,6,1.39s,75%,2,00:01:05,00:02:11,3,50%,2,6,2,0,5,0,0,0,0%
2016-06-03,4,5,0,33,20,2,1421,0,0,0,0%,0,0,0,0%,31,19,0,0,2,1,0,0,31,0.71s,40%,6.6,00:04:44,00:05:36,8,0%,1,8,1,0,8,0,0,0,0%
2016-06-04,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,3.13s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-06-05,1,1,0,2,2,0,26,0,0,0,0%,0,0,0,0%,1,1,0,0,1,1,0,0,1,0.66s,0%,2,00:00:26,00:00:00,0,0%,,,,,,,,,
2016-06-06,5,10,0,95,27,2,9233,0,0,0,0%,0,0,0,0%,95,47,0,0,0,0,0,0,93,0.97s,20%,9.5,00:15:23,00:18:56,11.5,13%,8,92,3,0,27,0,0,0,0%
2016-06-07,3,3,0,3,1,3,0,0,0,0,0%,0,0,0,0%,3,3,0,0,0,0,0,0,3,1.13s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-06-08,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,1.21s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-06-10,7,7,0,8,2,6,56,0,0,0,0%,0,0,0,0%,8,8,0,0,0,0,0,0,8,5.57s,86%,1.1,00:00:08,00:00:56,2,0%,1,2,1,0,2,0,0,0,0%
2016-06-11,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,4.77s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-06-12,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,15.98s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-06-13,2,2,0,5,4,1,84,0,0,0,0%,0,0,0,0%,5,4,0,0,0,0,0,0,5,0.39s,50%,2.5,00:00:42,00:00:00,0,0%,,,,,,,,,
2016-06-14,3,3,0,23,21,2,122,0,0,0,0%,0,0,0,0%,23,8,0,0,0,0,0,0,14,0.77s,67%,7.7,00:00:41,00:00:00,0,0%,,,,,,,,,
2016-06-15,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,0.04s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-06-16,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,13.95s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-06-17,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,7.5s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-06-21,4,4,0,77,66,2,2032,0,0,0,0%,0,0,0,0%,75,25,0,0,2,1,0,0,75,0.24s,50%,19.3,00:08:28,00:00:00,0,0%,,,,,,,,,
2016-06-22,5,5,0,5,1,5,0,0,0,0,0%,0,0,0,0%,5,5,0,0,0,0,0,0,4,0.33s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-06-23,3,3,0,3,1,3,0,0,0,0,0%,0,0,0,0%,3,3,0,0,0,0,0,0,3,7.1s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-06-24,5,6,0,29,15,3,777,0,0,0,0%,0,0,0,0%,29,17,0,0,0,0,0,0,29,0.33s,50%,4.8,00:02:10,00:00:00,0,0%,,,,,,,,,
2016-06-25,1,3,0,5,3,2,30,0,0,0,0%,0,0,0,0%,5,5,0,0,0,0,0,0,5,1.87s,67%,1.7,00:00:10,00:00:15,2,50%,2,4,1,0,3,0,0,0,0%
2016-06-27,3,3,0,4,2,2,11,0,0,0,0%,0,0,0,0%,4,4,0,0,0,0,0,0,4,0.62s,67%,1.3,00:00:04,00:00:00,0,0%,,,,,,,,,
2016-06-29,3,3,0,4,2,2,51,0,0,0,0%,0,0,0,0%,4,4,0,0,0,0,0,0,4,1.08s,67%,1.3,00:00:17,00:00:00,0,0%,,,,,,,,,
2016-06-30,1,1,0,2,2,0,7,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,0.5s,0%,2,00:00:07,00:00:00,0,0%,,,,,,,,,
2016-07-01,1,1,0,7,7,0,171,0,0,0,0%,0,0,0,0%,7,6,0,0,0,0,0,0,7,1.65s,0%,7,00:02:51,00:00:00,0,0%,,,,,,,,,
2016-07-02,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,0.25s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-07-04,2,2,0,4,3,1,22,0,0,0,0%,0,0,0,0%,4,3,0,0,0,0,0,0,4,0.37s,50%,2,00:00:11,00:00:00,0,0%,,,,,,,,,
2016-07-05,3,3,0,12,6,0,254,0,0,0,0%,0,0,0,0%,12,10,0,0,0,0,0,0,12,0.42s,0%,4,00:01:25,00:00:00,0,0%,,,,,,,,,
2016-07-06,5,5,0,5,1,5,0,0,0,0,0%,0,0,0,0%,5,5,0,0,0,0,0,0,5,0.73s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-07-07,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,0.07s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-07-08,1,2,0,26,19,0,3565,0,0,0,0%,0,0,0,0%,25,13,0,0,1,1,0,0,25,0.91s,0%,13,00:29:43,00:52:39,19,0%,1,19,1,0,19,0,0,0,0%
2016-07-10,3,3,0,3,1,3,0,0,0,0,0%,0,0,0,0%,3,3,0,0,0,0,0,0,2,0.21s,100%,1,00:00:00,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2016-07-11,4,4,0,14,11,3,291,0,0,0,0%,0,0,0,0%,14,9,0,0,0,0,0,0,14,0.39s,75%,3.5,00:01:13,00:00:00,0,0%,,,,,,,,,
2016-07-12,3,3,0,6,4,2,18,0,0,0,0%,0,0,0,0%,6,4,0,0,0,0,0,0,6,0.3s,67%,2,00:00:06,00:00:00,0,0%,,,,,,,,,
2016-07-13,4,4,0,13,6,2,611,0,0,0,0%,0,0,0,0%,13,11,0,0,0,0,0,0,13,1.77s,50%,3.3,00:02:33,00:07:57,5,0%,1,5,1,0,5,0,0,0,0%
2016-07-14,3,3,0,23,14,1,367,0,0,0,0%,0,0,0,0%,23,14,0,0,0,0,0,0,23,0.82s,33%,7.7,00:02:02,00:00:43,8,0%,1,8,1,0,8,0,0,0,0%
2016-07-15,3,3,0,9,7,2,144,0,0,0,0%,0,0,0,0%,9,6,0,0,0,0,0,0,9,0.1s,67%,3,00:00:48,00:00:00,0,0%,,,,,,,,,
2016-07-16,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,0.79s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-07-17,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,1.06s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-07-18,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,1.17s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-07-19,6,11,0,83,33,6,4586,0,0,0,0%,0,0,0,0%,82,44,1,1,0,0,0,0,81,0.98s,55%,7.5,00:06:57,00:17:23,6.5,0%,2,13,2,0,10,0,0,0,0%
2016-07-20,3,4,0,4,1,4,0,0,0,0,0%,0,0,0,0%,4,4,0,0,0,0,0,0,4,0.61s,100%,1,00:00:00,00:00:00,1,100%,2,2,1,0,1,0,0,0,0%
2016-07-21,6,8,0,48,30,5,803,0,0,0,0%,0,0,0,0%,45,24,2,1,1,1,0,0,44,0.84s,63%,6,00:01:40,00:03:21,11,25%,4,44,2,0,30,0,0,0,0%
2016-07-22,1,1,0,3,3,0,26,0,0,0,0%,0,0,0,0%,3,2,0,0,0,0,0,0,3,0.84s,0%,3,00:00:26,00:00:00,0,0%,,,,,,,,,
2016-07-23,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,1.68s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-07-24,3,3,0,3,1,3,0,0,0,0,0%,0,0,0,0%,3,3,0,0,0,0,0,0,3,1.28s,100%,1,00:00:00,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2016-07-25,4,5,0,16,6,2,154,0,0,0,0%,0,0,0,0%,16,14,0,0,0,0,0,0,16,0.86s,40%,3.2,00:00:31,00:00:26,3,0%,1,3,1,0,3,0,0,0,0%
2016-07-26,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,1s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-07-28,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,1.88s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-07-29,4,4,0,8,4,2,318,0,0,0,0%,0,0,0,0%,8,6,0,0,0,0,0,0,8,1.32s,50%,2,00:01:20,00:00:00,0,0%,,,,,,,,,
2016-07-30,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,0.65s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-07-31,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,1,0.77s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-08-01,4,4,0,18,8,1,617,0,0,0,0%,0,0,0,0%,16,13,0,0,2,2,0,0,9,0.63s,25%,4.5,00:02:34,00:00:00,0,0%,,,,,,,,,
2016-08-02,5,6,0,18,7,3,2562,0,0,0,0%,0,0,0,0%,17,13,0,0,1,1,0,0,17,0.47s,50%,3,00:07:07,00:00:00,0,0%,,,,,,,,,
2016-08-03,1,1,0,7,7,0,83,0,0,0,0%,0,0,0,0%,7,6,0,0,0,0,0,0,7,0.68s,0%,7,00:01:23,00:00:00,0,0%,,,,,,,,,
2016-08-04,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,2.16s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-08-05,3,3,0,10,8,2,600,0,0,0,0%,0,0,0,0%,10,7,0,0,0,0,0,0,10,0.19s,67%,3.3,00:03:20,00:00:00,0,0%,,,,,,,,,
2016-08-06,4,4,0,4,1,4,0,0,0,0,0%,0,0,0,0%,4,4,0,0,0,0,0,0,4,0.65s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-08-08,4,6,0,23,13,4,968,0,0,0,0%,0,0,0,0%,23,14,0,0,0,0,0,0,23,2.79s,67%,3.8,00:02:41,00:03:18,3.5,50%,2,7,1,0,6,0,0,0,0%
2016-08-09,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,4.33s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-08-10,5,5,0,26,17,3,698,0,0,0,0%,0,0,0,0%,26,16,0,0,0,0,0,0,26,1.72s,60%,5.2,00:02:20,00:06:38,6,0%,1,6,1,0,6,0,0,0,0%
2016-08-11,5,6,0,23,13,3,687,0,0,0,0%,0,0,0,0%,22,20,1,1,0,0,0,0,22,1.65s,50%,3.8,00:01:55,00:01:05,4,0%,1,4,1,0,4,0,0,0,0%
2016-08-12,3,3,0,3,1,3,0,0,0,0,0%,0,0,0,0%,3,3,0,0,0,0,0,0,3,1.01s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-08-13,2,2,0,15,14,1,2432,0,0,0,0%,0,0,0,0%,15,9,0,0,0,0,0,0,15,2.36s,50%,7.5,00:20:16,00:00:00,0,0%,,,,,,,,,
2016-08-15,2,2,0,12,8,0,1300,0,0,0,0%,0,0,0,0%,11,7,1,1,0,0,0,0,11,2.07s,0%,6,00:10:50,00:00:00,0,0%,,,,,,,,,
2016-08-16,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,1.78s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-08-17,5,5,0,12,5,3,495,0,0,0,0%,0,0,0,0%,12,8,0,0,0,0,0,0,11,1.34s,60%,2.4,00:01:39,00:00:00,0,0%,,,,,,,,,
2016-08-19,3,3,0,3,1,3,0,0,0,0,0%,0,0,0,0%,3,3,0,0,0,0,0,0,3,2.47s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-08-21,2,3,0,3,1,3,0,0,0,0,0%,0,0,0,0%,3,3,0,0,0,0,0,0,3,0.15s,100%,1,00:00:00,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2016-08-22,3,3,0,42,40,2,3813,0,0,0,0%,0,0,0,0%,42,16,0,0,0,0,0,0,42,0.73s,67%,14,00:21:11,00:00:00,0,0%,,,,,,,,,
2016-08-23,5,10,0,41,16,7,765,0,0,0,0%,0,0,0,0%,41,25,0,0,0,0,0,0,41,0.78s,70%,4.1,00:01:17,00:00:31,2.7,67%,3,8,1,0,6,0,0,0,0%
2016-08-24,3,4,0,4,1,4,0,0,0,0,0%,0,0,0,0%,4,4,0,0,0,0,0,0,4,0.24s,100%,1,00:00:00,00:00:00,1,100%,2,2,1,0,1,0,0,0,0%
2016-08-25,1,1,0,4,4,0,252,0,0,0,0%,0,0,0,0%,4,4,0,0,0,0,0,0,4,0.53s,0%,4,00:04:12,00:00:00,0,0%,,,,,,,,,
2016-08-26,3,4,0,17,12,1,419,0,0,0,0%,0,0,0,0%,16,12,0,0,1,1,0,0,16,1.03s,25%,4.3,00:01:45,00:00:11,2,0%,1,2,1,0,2,0,0,0,0%
2016-08-27,5,6,0,34,16,2,1274,0,0,0,0%,0,0,0,0%,33,21,0,0,1,1,0,0,33,0.77s,33%,5.7,00:03:32,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2016-08-28,1,1,0,8,8,0,166,0,0,0,0%,0,0,0,0%,8,7,0,0,0,0,0,0,8,0.57s,0%,8,00:02:46,00:00:00,0,0%,,,,,,,,,
2016-08-29,3,3,0,3,1,3,0,0,0,0,0%,0,0,0,0%,3,3,0,0,0,0,0,0,3,0.21s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-08-30,4,4,0,10,7,3,176,0,0,0,0%,0,0,0,0%,10,7,0,0,0,0,0,0,10,0.26s,75%,2.5,00:00:44,00:00:00,0,0%,,,,,,,,,
2016-08-31,4,5,0,24,10,2,624,0,0,0,0%,0,0,0,0%,24,19,0,0,0,0,0,0,24,0.17s,40%,4.8,00:02:05,00:00:28,4,0%,1,4,1,0,4,0,0,0,0%
2016-09-01,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,0.58s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-09-03,1,1,0,7,7,0,109,0,0,0,0%,0,0,0,0%,7,2,0,0,0,0,0,0,7,0.77s,0%,7,00:01:49,00:00:00,0,0%,,,,,,,,,
2016-09-04,2,2,0,12,11,1,1502,0,0,0,0%,0,0,0,0%,12,10,0,0,0,0,0,0,12,0.81s,50%,6,00:12:31,00:00:00,0,0%,,,,,,,,,
2016-09-05,3,3,0,6,3,1,195,0,0,0,0%,0,0,0,0%,6,4,0,0,0,0,0,0,4,0.25s,33%,2,00:01:05,00:00:00,0,0%,,,,,,,,,
2016-09-06,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,1.02s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-09-07,4,4,0,4,1,4,0,0,0,0,0%,0,0,0,0%,4,4,0,0,0,0,0,0,4,0.14s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-09-08,3,4,0,166,152,1,10054,0,0,0,0%,0,0,0,0%,166,29,0,0,0,0,0,0,166,0.95s,25%,41.5,00:41:54,00:00:00,0,0%,,,,,,,,,
2016-09-09,3,4,0,7,4,3,76,0,0,0,0%,0,0,0,0%,7,6,0,0,0,0,0,0,7,0.45s,75%,1.8,00:00:19,00:00:38,2.5,50%,2,5,1,0,4,0,0,0,0%
2016-09-10,4,6,0,34,21,4,3341,0,0,0,0%,0,0,0,0%,34,21,0,0,0,0,0,0,34,1.18s,67%,5.7,00:09:17,00:10:14,5,50%,2,10,1,0,9,0,0,0,0%
2016-09-11,4,5,0,11,5,3,231,0,0,0,0%,0,0,0,0%,11,11,0,0,0,0,0,0,11,1.89s,60%,2.2,00:00:46,00:01:17,3,33%,3,9,3,0,5,0,0,0,0%
2016-09-12,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,0.07s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-09-13,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,4.57s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-09-14,2,2,0,18,13,0,693,0,0,0,0%,0,0,0,0%,18,9,0,0,0,0,0,0,18,0.65s,0%,9,00:05:47,00:02:54,13,0%,1,13,1,0,13,0,0,0,0%
2016-09-15,3,3,0,5,3,2,47,0,0,0,0%,0,0,0,0%,5,4,0,0,0,0,0,0,5,0.48s,67%,1.7,00:00:16,00:00:47,3,0%,1,3,1,0,3,0,0,0,0%
2016-09-16,2,3,0,23,15,1,447,0,0,0,0%,0,0,0,0%,23,14,0,0,0,0,0,0,23,0.47s,33%,7.7,00:02:29,00:00:25,4,50%,2,8,1,0,7,0,0,0,0%
2016-09-17,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,0.4s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-09-19,4,4,0,18,11,2,662,0,0,0,0%,0,0,0,0%,18,15,0,0,0,0,0,0,18,3.32s,50%,4.5,00:02:46,00:00:00,0,0%,,,,,,,,,
2016-09-20,5,5,0,19,6,0,1776,0,0,0,0%,0,0,0,0%,19,16,0,0,0,0,0,0,19,7.64s,0%,3.8,00:05:55,00:00:58,3,0%,1,3,1,0,3,0,0,0,0%
2016-09-21,6,7,0,48,23,3,1182,0,0,0,0%,0,0,0,0%,46,26,0,0,2,1,0,0,43,1.53s,43%,6.9,00:02:49,00:00:10,3,0%,1,3,1,0,3,0,0,0,0%
2016-09-22,4,4,0,15,7,2,719,0,0,0,0%,0,0,0,0%,15,12,0,0,0,0,0,0,15,2.05s,50%,3.8,00:03:00,00:00:00,0,0%,,,,,,,,,
2016-09-23,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,5.75s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-09-24,1,1,0,12,12,0,551,0,0,0,0%,0,0,0,0%,12,5,0,0,0,0,0,0,12,11.08s,0%,12,00:09:11,00:00:00,0,0%,,,,,,,,,
2016-09-25,1,1,0,6,6,0,169,0,0,0,0%,0,0,0,0%,5,5,1,1,0,0,0,0,5,2.37s,0%,6,00:02:49,00:00:00,0,0%,,,,,,,,,
2016-09-26,5,5,0,11,5,2,63,0,0,0,0%,0,0,0,0%,11,9,0,0,0,0,0,0,11,3.94s,40%,2.2,00:00:13,00:00:31,5,0%,1,5,1,0,5,0,0,0,0%
2016-09-27,2,2,0,6,5,1,67,0,0,0,0%,0,0,0,0%,6,6,0,0,0,0,0,0,6,6.93s,50%,3,00:00:34,00:00:00,0,0%,,,,,,,,,
2016-09-28,6,6,0,31,15,3,1151,0,0,0,0%,0,0,0,0%,31,21,0,0,0,0,0,0,31,1.61s,50%,5.2,00:03:12,00:00:00,0,0%,,,,,,,,,
2016-09-29,3,4,0,13,10,3,341,0,0,0,0%,0,0,0,0%,13,8,0,0,0,0,0,0,11,3.42s,75%,3.3,00:01:25,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2016-09-30,4,4,0,8,3,2,414,0,0,0,0%,0,0,0,0%,8,5,0,0,0,0,0,0,8,5.86s,50%,2,00:01:44,00:00:00,0,0%,,,,,,,,,
2016-10-01,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,6.99s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-10-02,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,7.02s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-10-03,5,5,0,16,11,3,371,0,0,0,0%,0,0,0,0%,16,8,0,0,0,0,0,0,16,3.49s,60%,3.2,00:01:14,00:06:05,11,0%,1,11,1,0,11,0,0,0,0%
2016-10-04,4,4,0,13,10,3,262,0,0,0,0%,0,0,0,0%,13,10,0,0,0,0,0,0,13,4.3s,75%,3.3,00:01:06,00:00:00,0,0%,,,,,,,,,
2016-10-05,6,7,0,75,62,5,5466,0,0,0,0%,0,0,0,0%,75,33,0,0,0,0,0,0,75,1.77s,71%,10.7,00:13:01,00:00:00,0,0%,,,,,,,,,
2016-10-06,5,6,0,10,5,5,477,0,0,0,0%,0,0,0,0%,10,7,0,0,0,0,0,0,10,3.04s,83%,1.7,00:01:20,00:00:00,1,100%,3,3,2,0,1,0,0,0,0%
2016-10-07,4,4,0,32,18,1,766,0,0,0,0%,0,0,0,0%,29,21,0,0,3,2,0,0,29,1s,25%,8,00:03:12,00:00:00,0,0%,,,,,,,,,
2016-10-08,3,3,0,6,4,2,41,0,0,0,0%,0,0,0,0%,6,5,0,0,0,0,0,0,6,2.7s,67%,2,00:00:14,00:00:00,0,0%,,,,,,,,,
2016-10-09,4,4,0,8,4,2,124,0,0,0,0%,0,0,0,0%,8,6,0,0,0,0,0,0,8,2.78s,50%,2,00:00:31,00:00:00,0,0%,,,,,,,,,
2016-10-10,2,2,0,28,27,1,233,0,0,0,0%,0,0,0,0%,28,9,0,0,0,0,0,0,28,1.61s,50%,14,00:01:57,00:00:00,0,0%,,,,,,,,,
2016-10-11,5,5,0,7,3,4,96,0,0,0,0%,0,0,0,0%,7,7,0,0,0,0,0,0,4,1.66s,80%,1.4,00:00:19,00:00:00,0,0%,,,,,,,,,
