Date,Unique visitors,Visits,Users,Actions,Maximum actions in one visit,Bounces,Total time spent by visitors (in seconds),Returning Visits,Actions by Returning Visits,Unique returning visitors,Returning Users,Maximum actions in one returning visit,Bounce Rate for Returning Visits,Avg. Actions per Returning Visit,Avg. Duration of a Returning Visit (in sec),Conversions,Visits with Conversions,Revenue,Conversion Rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit,Pageviews,Unique Pageviews,Downloads,Unique Downloads,Outlinks,Unique Outlinks,Searches,Unique Keywords,nb_hits_with_time_generation,Avg. generation time,Bounce Rate,Actions per Visit,Avg. Visit Duration (in seconds)
2016-02-09,257,274,0,704,39,173,28690,86,271,72,0,39,63%,3.2,00:02:46,0,0,0,0%,0,0,0,0%,0,0,0,0%,640,510,13,13,51,50,0,0,611,0.61s,63%,2.6,00:01:45
2016-02-10,226,253,0,644,29,170,26987,92,230,75,0,15,65%,2.5,00:02:46,0,0,0,0%,0,0,0,0%,0,0,0,0%,601,467,4,4,39,39,0,0,557,0.71s,67%,2.5,00:01:47
2016-02-11,276,299,0,718,22,188,33356,75,219,65,0,21,57%,2.9,00:03:05,0,0,0,0%,0,0,0,0%,0,0,0,0%,666,533,11,10,41,39,0,0,599,0.68s,63%,2.4,00:01:52
2016-02-12,239,277,0,766,42,161,34893,108,276,86,0,21,55%,2.6,00:02:15,0,0,0,0%,0,0,0,0%,0,0,0,0%,701,550,2,2,63,60,0,0,663,0.62s,58%,2.8,00:02:06
2016-02-13,143,163,0,390,16,107,18236,59,170,47,0,14,58%,2.9,00:02:59,0,0,0,0%,0,0,0,0%,0,0,0,0%,369,288,0,0,21,19,0,0,337,0.84s,66%,2.4,00:01:52
2016-02-14,133,151,0,289,19,103,12725,51,119,40,0,19,63%,2.3,00:02:12,0,0,0,0%,0,0,0,0%,0,0,0,0%,267,228,1,1,21,18,0,0,236,0.59s,68%,1.9,00:01:24
2016-02-15,225,254,0,656,38,161,25834,86,254,69,0,38,57%,3,00:02:15,0,0,0,0%,0,0,0,0%,0,0,0,0%,599,470,1,1,56,54,0,0,556,0.52s,63%,2.6,00:01:42
2016-02-16,165,181,0,491,49,118,33987,58,159,46,0,20,57%,2.7,00:04:07,0,0,0,0%,0,0,0,0%,0,0,0,0%,446,357,1,1,44,38,0,0,420,0.54s,65%,2.7,00:03:08
2016-02-17,289,332,0,801,35,206,34802,118,314,88,0,35,61%,2.7,00:02:17,0,0,0,0%,0,0,0,0%,0,0,0,0%,749,605,3,3,49,49,0,0,714,0.55s,62%,2.4,00:01:45
2016-02-18,227,266,0,885,53,154,58231,85,385,64,0,53,51%,4.5,00:06:39,0,0,0,0%,0,0,0,0%,0,0,0,0%,813,603,5,5,67,67,0,0,765,0.59s,58%,3.3,00:03:39
2016-02-19,226,255,0,757,62,162,57270,85,376,67,0,62,61%,4.4,00:08:31,0,0,0,0%,0,0,0,0%,0,0,0,0%,691,504,2,2,64,57,0,0,650,0.58s,64%,3,00:03:45
