Date,Unique visitors,Visits,Users,Actions,Maximum actions in one visit,Bounces,Total time spent by visitors (in seconds),Returning Visits,Actions by Returning Visits,Unique returning visitors,Returning Users,Maximum actions in one returning visit,Bounce Rate for Returning Visits,Avg. Actions per Returning Visit,Avg. Duration of a Returning Visit (in sec),Conversions,Visits with Conversions,Revenue,Conversion Rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit,Pageviews,Unique Pageviews,Downloads,Unique Downloads,Outlinks,Unique Outlinks,Searches,Unique Keywords,nb_hits_with_time_generation,Avg. generation time,Bounce Rate,Actions per Visit,Avg. Visit Duration (in seconds)
2016-02-08,26,47,0,136,19,26,20781,27,77,11,0,17,52%,2.9,00:09:06,0,0,0,0%,0,0,0,0%,0,0,0,0%,106,66,22,19,8,7,0,0,89,0.27s,55%,2.9,00:07:22
2016-02-09,37,56,0,245,50,24,34564,28,195,17,0,50,32%,7,00:17:11,0,0,0,0%,0,0,0,0%,0,0,0,0%,182,108,43,30,20,15,0,0,156,0.24s,43%,4.4,00:10:17
2016-02-10,23,28,0,100,22,18,8689,9,30,8,0,13,67%,3.3,00:07:22,0,0,0,0%,0,0,0,0%,0,0,0,0%,79,62,1,1,20,17,0,0,72,1.23s,64%,3.6,00:05:10
2016-02-11,10,15,0,85,34,8,10382,9,66,4,0,34,56%,7.3,00:12:47,0,0,0,0%,0,0,0,0%,0,0,0,0%,59,45,3,2,23,20,0,0,53,0.53s,53%,5.7,00:11:32
2016-02-12,13,16,0,34,10,10,1672,7,21,4,0,10,57%,3,00:03:21,0,0,0,0%,0,0,0,0%,0,0,0,0%,28,21,4,3,2,2,0,0,28,0.59s,63%,2.1,00:01:45
2016-02-13,15,16,0,22,4,13,124,3,4,3,0,2,67%,1.3,00:00:01,0,0,0,0%,0,0,0,0%,0,0,0,0%,20,19,0,0,2,2,0,0,16,0.7s,81%,1.4,00:00:08
2016-02-14,5,5,0,8,4,4,324,,,,,,0%,0,00:00:00,0,0,0,0%,0,0,0,0%,,,,,8,8,0,0,0,0,0,0,6,0.75s,80%,1.6,00:01:05
2016-02-15,19,24,0,84,52,19,6148,10,65,5,0,52,80%,6.5,00:10:06,0,0,0,0%,0,0,0,0%,0,0,0,0%,76,54,4,4,4,4,0,0,73,0.9s,79%,3.5,00:04:16
2016-02-16,13,17,0,45,14,11,3733,9,31,5,0,14,44%,3.4,00:06:24,0,0,0,0%,0,0,0,0%,0,0,0,0%,39,34,3,3,3,3,0,0,37,1.04s,65%,2.6,00:03:40
2016-02-17,11,12,0,21,5,8,1806,3,7,2,0,5,67%,2.3,00:09:13,0,0,0,0%,0,0,0,0%,0,0,0,0%,20,16,0,0,1,1,0,0,18,1.04s,67%,1.8,00:02:31
