Date,Unique visitors,Visits,Users,Actions,Maximum actions in one visit,Bounces,Total time spent by visitors (in seconds),Returning Visits,Actions by Returning Visits,Unique returning visitors,Returning Users,Maximum actions in one returning visit,Bounce Rate for Returning Visits,Avg. Actions per Returning Visit,Avg. Duration of a Returning Visit (in sec),Conversions,Visits with Conversions,Revenue,Conversion Rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit,Pageviews,Unique Pageviews,Downloads,Unique Downloads,Outlinks,Unique Outlinks,Searches,Unique Keywords,nb_hits_with_time_generation,Avg. generation time,Bounce Rate,Actions per Visit,Avg. Visit Duration (in seconds)
2016-02-25,487,562,0,1448,66,355,110203,182,455,139,0,20,60%,2.5,00:03:44,0,0,0,0%,0,0,0,0%,0,0,0,0%,1343,1026,20,19,80,70,5,4,1239,0.48s,63%,2.6,00:03:16
2016-02-26,415,489,0,1218,28,314,84515,157,366,113,0,17,64%,2.3,00:03:45,0,0,0,0%,0,0,0,0%,0,0,0,0%,1141,925,19,18,52,48,6,6,1043,0.39s,64%,2.5,00:02:53
2016-02-27,303,340,0,883,33,215,64718,87,249,73,0,30,64%,2.9,00:05:06,0,0,0,0%,0,0,0,0%,0,0,0,0%,826,643,13,11,42,39,2,1,782,0.42s,63%,2.6,00:03:10
2016-02-28,301,358,0,875,56,226,62948,108,228,80,0,15,71%,2.1,00:02:31,0,0,0,0%,0,0,0,0%,0,0,0,0%,828,683,14,14,28,27,5,5,772,0.35s,63%,2.4,00:02:56
2016-02-29,512,577,0,1297,67,369,99947,172,381,134,0,23,65%,2.2,00:03:37,0,0,0,0%,0,0,0,0%,0,0,0,0%,1225,994,20,16,51,47,1,1,1117,0.58s,64%,2.2,00:02:53
2016-03-01,501,574,0,1341,29,369,104805,179,395,137,0,20,68%,2.2,00:03:09,0,0,0,0%,0,0,0,0%,0,0,0,0%,1258,1010,9,9,71,65,3,2,1161,0.57s,64%,2.3,00:03:03
2016-03-02,550,637,0,1747,46,399,134930,174,423,131,0,40,67%,2.4,00:02:42,0,0,0,0%,0,0,0,0%,0,0,0,0%,1634,1268,24,23,85,75,4,4,1524,0.56s,63%,2.7,00:03:32
2016-03-03,493,565,0,1396,37,370,96983,168,405,131,0,21,68%,2.4,00:03:26,0,0,0,0%,0,0,0,0%,0,0,0,0%,1307,1060,15,15,73,64,1,1,1203,0.35s,65%,2.5,00:02:52
2016-03-04,494,580,0,1384,56,374,94999,186,467,138,0,19,61%,2.5,00:03:40,0,0,0,0%,0,0,0,0%,0,0,0,0%,1286,1013,21,20,72,70,5,3,1210,0.36s,64%,2.4,00:02:44
2016-03-05,289,333,0,762,24,212,57718,101,236,74,0,14,64%,2.3,00:04:03,0,0,0,0%,0,0,0,0%,0,0,0,0%,711,577,12,11,37,34,2,2,658,0.37s,64%,2.3,00:02:53
